Group,List,Item,Sentence,Image,Condition,Link
3,3,35,The ice cream is melted.,icecreamnotmelted false xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eJwS3oWERCPLSRw
3,3,36,The jar isn't sealed.,jar sealed xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_39utEgTyDa7ioOG
3,3,37,The jeans aren't crumpled.,jeansnotcrumpled false xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_41szyrLNsIwsbjw
3,3,38,The laptop is plugged in.,laptop pluggedin xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_bxaL4sP8wshaxtY
3,3,39,The lorry is dirty.,lorryclean true xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0vOsJCLnACCBck6
3,3,40,The map isn't closed.,mapnotclosed true xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eyVCi6BWlmGzCTk
3,3,41,The oil painting isn't framed.,oilpaintingframed x1x false.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0psdspQqc9uhkTI
3,3,42,The orange is peeled.,orangenotpeeled xx1 true.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e4jrq29xnLCbxWe
3,3,43,The paper is torn.,paper torn xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8tStwtPt6Za23VY
3,3,44,The pineapple isn't sliced.,pineapplenotsliced xx1 false.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_efVxkdOv8OoU3wW
3,3,45,The plant isn't alive.,plant alive xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1IlgMz2duzHD47I
3,3,46,The plate is shattered.,plate shattered xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1XGIC42NdYB5hdQ
3,3,47,The rucksack is open.,rucksack closed xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7ZFso7E9JjOrRv8
3,3,48,The saucepan isn't empty.,saucepanempty 1xx false.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5ot9L5A8B1SSZ9k
3,3,49,The scarf isn't folded.,scarfnotfolded xx1 true.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_02jK34IHz2gIltc
3,3,50,The shirt is ironed.,shirtnotcrumpled x1x false.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6QEuySyRUjYdgKG
3,3,51,The small pool is inflated.,smallpoolnotinflated false xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e3WosPsHIwkgE0C
3,3,52,The spaghetti isn't raw.,spaghettinotcooked x1x true.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3PBLDeI3Als0zk2
3,3,53,The tennis racket isn't broken.,tennisracketbroken x1x true.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_83a21jQ7vBYi1dc
3,3,54,The tent is put up.,tentnotputup false xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6mmT0cfwL051m2G
3,3,55,The tie is tied.,tienottied true xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eJvzep3iuzPaYNU
3,3,56,The tomato isn't skinned.,tomato hasskin xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8ljhtnBSSaLCRSu
3,3,57,The T-shirt isn't clean.,tshirt stained xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2nKoy3U7fsUrKg6
3,3,58,The TV is on.,TV off xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5p7B70p8m9vzUkm
3,3,59,The tyre is deflated.,tyrenotinflated x1x true.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_55PVQH7LXkAV5Qy
3,3,60,The umbrella isn't open.,umbrellanotopen 1xx false.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6VSmAwHhQ832lBs
3,3,61,The wall isn't painted.,wall painted xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_86NMNSgVShxpZVs
3,3,62,The window is shut.,windownotsut x1x false.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_23G8FtioRlURnxQ
3,3,63,The wine glass is cracked.,wineglassfine xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1HLGnIy4QlinF6C
3,3,64,The Christmas tree isn't <p>decorated.</p>,xmastree bare xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6ZbQSM6kotXMOO
4,4,1,The apple isn't cored.,apple cored xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1FIwYR7oVqjBMlE
4,4,2,The banana is peeled.,applepeeled false xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3elhEpUnODT1gOy
4,4,3,The apricots are dried.,apricots fresh xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_37oSgPy6geHj76u
4,4,4,The balloon isn't blown up.,balloonnotblowup 1xx true.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ai7jV9DPOr7Q2eG
4,4,5,The beer glass isn't empty.,beerglass full xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_42h3dlulnWREhfg
4,4,6,The bike is folded.,bike open xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4O6XNLqw5Sdp1iu
4,4,7,The blackboard is clean.,blackboard clean xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_87FdH2brUntAcey
4,4,8,The boots aren't clean.,bootsdirty false xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4UBudiySyYj6k74
4,4,9,The bread isn't sliced.,breadnotsliced xx1 false.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_efgKkjQjwZBG6t8
4,4,10,The British flag is still.,Britishflag still xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9sn81qK8XJMegS2
4,4,11,The cabinet is closed.,cabinetnotclosed true xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cTSVE7GNitGE3Ge
4,4,12,The candle isn't lit.,candlenotlit 1xx true.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cSC6w4MczLGF9Qi
4,4,13,The cardboard box isn't open.,cardboardboxnotopen true xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cwloNPeKXJxtZIy
4,4,14,The carrots are diced.,carrots whole xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2m04KooCPDHZGE6
4,4,15,The CD is scratched.,cdnotscratched false xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6marPwbyANwJAx0
4,4,16,The chair isn't folded.,chairnotfolded xx1 false.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5dno8QogrnQSBFk
4,4,17,The chicken isn't cooked.,chicken cooked xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6ri0pCMSIawFZaK
4,4,18,The chocolate cake is sliced.,chocolatecakesliced 1xx true.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b4vSNl3dJXS51CS
4,4,19,The coke can is squashed.,cokecan new xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7ZGt4ha48X3Bxsi
4,4,20,The cricket bat isn't broken.,cricketbatbroken false xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7V9CIHjrALm3cge
4,4,21,The cupcake isn't iced.,cupcake plain xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3Rfp7wrBQy6H5zM
4,4,22,The cup is full.,cupfull false xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6lrxMWPMWcrlC9U
4,4,23,The desk is messy.,desk messy xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6R3bJRQI9uSISDY
4,4,24,The dictionary isn't closed.,dictionaryclosed 1xx true.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eyfL4YwNKShBfj8
4,4,25,The dishes aren't clean.,dishes washed xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b44ru0hgHkpK1Yq
4,4,26,The egg is cracked.,eggnotcracked 1xx false.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7UmqfDEkza8VJxs
4,4,27,The envelop is sealed.,envelopnotsealed 1xx true.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2u92rygeejGqaRo
4,4,28,The fireplace isn't lit.,fireplacenotlit true xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0jNaJR0ueghujl4
4,4,29,The football isn't blown up.,footballnotblowup true xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7Qk3dmHw0E92k0S
4,4,30,The frying pan is full.,fryingpanempty true xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3t37gVwLmkXIOa2
4,4,31,The garlic is chopped.,garlic chopped xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5gS0LyrIUkf3fmu
4,4,32,The glass isn't empty.,glassnotempty false xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6FsHGzbIuKA3fN4
4,4,33,The glove isn't dry.,glove dry xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ehTcyOgISmGtcdU
4,4,34,The helicopter is airborne.,helicopter airborne xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cFHeYQ2f3ddrw7Y
4,4,35,The ice cream is melted.,icecreamnotmelted true xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_78aG9Nt0WhdNMrk
4,4,36,The jar isn't sealed.,jar open xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6ndjbDZy9IVySsC
4,4,37,The jeans aren't crumpled.,jeansnotcrumpled true xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oo3fhNEebrAIHY
4,4,38,The laptop is plugged in.,laptop notplugged xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aa4bShasoyQ14Jo
4,4,39,The lorry is dirty.,lorryclean false xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3aycqgIp49yYAjY
4,4,40,The map isn't closed.,map closed xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5mST6bUqaUuBQa
4,4,41,The oil painting isn't framed.,oilpaintingframed x1x true.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eA46TMCuSusJPts
4,4,42,The orange is peeled.,orangenotpeeled xx1 false.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ba2u7kszHqSiyMe
4,4,43,The paper is torn.,paper fine xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3xDRq1mOymJ6rpI
4,4,44,The pineapple isn't sliced.,pineapplenotsliced xx1 true.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3UUAAIRRTTIt1fE
4,4,45,The plant isn't alive.,plant dead xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8GqfYpUKISg8QxU
4,4,46,The plate is shattered.,plate fine xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9yQgzWHEFljkCtU
4,4,47,The rucksack is open.,rucksack open xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3IvWmHXW5zPGtQW
4,4,48,The saucepan isn't empty.,saucepanempty 1xx true.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5jULSrczBywqg0m
4,4,49,The scarf isn't folded.,scarfnotfolded xx1 false.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0ImzfC2ALyC3Dj8
4,4,50,The shirt is ironed.,shirtnotcrumpled x1x true.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3qliQtlgkRZMAjI
4,4,51,The small pool is inflated.,smallpoolnotinflated true xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_d6kjLadttyTNIou
4,4,52,The spaghetti isn't raw.,spaghettinotcooked x1x false.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ezmHvKpsN7BPGWW
4,4,53,The tennis racket isn't broken.,tennisracketbroken x1x false.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6mc0M6DmktH3un4
4,4,54,The tent is put up.,tentnotputup true xx.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a5iLpBAZkNnIVb8
4,4,55,The tie is tied.,tienottied false xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4VeYELNLnsjoSx0
4,4,56,The tomato isn't skinned.,tomato skinned xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_41QDDQDlFTuM2Im
4,4,57,The T-shirt isn't clean.,tshirt clean xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4YjynuR2NonMoei
4,4,58,The TV is on.,TV on xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ekvAUlMXKlSFsFM
4,4,59,The tyre is deflated.,tyrenotinflated x1x false.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2osgFTB3tQUFbi6
4,4,60,The umbrella isn't open.,umbrellanotopen 1xx true.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6A5mjkRaJMOoFnM
4,4,61,The wall isn't painted.,wall notpainted xx.png,TN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8wy93EUERTZ8pMi
4,4,62,The window is shut.,windownotsut x1x true.png,FA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_5iMGNC1Xg8F88xo
4,4,63,The wine glass is cracked.,wineglasscracked xx.png,TA,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_elZCjOng0XtnPDg
4,4,64,The Christmas tree isn't <p>decorated.</p>,xmastree decorated xx.png,FN,https://uclpsych.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2htuyuxMChyQ7JA
